Location,Date,Year,Plant Date,County,LocMinTempF,LocMaxTempF,CIMIS,StatMinTempF,StatMaxTempF,PRISMMinTempF,PRISMaxTempF,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401,sng_tri_loc,sng_sine_loc,sng_tri_stat,sng_sine_stat,sng_tri_prism,sng_sine_prism,cum_sng_tri_loc,cum_sng_sine_loc,cum_sng_tri_stat,cum_sng_sine_stat,cum_sng_tri_prism,cum_sng_sine_prism
BosworthRue,2016-08-20,2016,2016-05-16,Yuba,60.1,91.3,Verona235,55.9,92.6,64.22360077,93.62839813,Heading,Heading,Heading,Heading,Heading,Notplanted,25.7,25.7,24.25,24.25,28.93,28.93,2364.9,2360.9,2155.66,2147.65,2476.31,2460.43
BosworthRue,2016-08-21,2016,2016-05-16,Yuba,59.6,84.9,Verona235,56,88.1,61.46600151,94.11980286,Heading,Heading,Heading,Heading,Heading,Notplanted,22.25,22.25,22.05,22.05,27.79,27.79,2387.15,2383.15,2177.71,2169.7,2504.1,2488.22
BosworthRue,2016-08-22,2016,2016-05-16,Yuba,58.7,87.5,Verona235,55.3,89.7,60.57140026,91.00039978,Heading,Heading,Heading,Heading,Heading,Notplanted,23.1,23.1,22.5,22.5,25.79,25.79,2410.25,2406.25,2200.21,2192.2,2529.89,2514.01
BosworthRue,2016-08-23,2016,2016-05-16,Yuba,56.9,84.1,Verona235,54.6,90.1,59.48060036,90.95179901,Heading,Heading,Heading,Heading,Heading,Notplanted,20.5,20.5,22.35,22.35,25.22,25.22,2430.75,2426.75,2222.56,2214.55,2555.11,2539.23
BosworthRue,2016-08-24,2016,2016-05-16,Yuba,54.9,85.8,Verona235,49.5,93.2,58.21699924,89.61259995,Heading,Heading,Heading,Heading,Heading,Notplanted,20.35,20.35,21.35,21.37,23.91,23.91,2451.1,2447.1,2243.91,2235.92,2579.02,2563.14
BosworthRue,2016-08-25,2016,2016-05-16,Yuba,55,87,Verona235,47.9,93.2,55.26679935,90.43340225,Heading,Heading,Heading,Heading,Heading,Notplanted,21,21,20.6,20.74,22.85,22.85,2472.1,2468.1,2264.51,2256.66,2601.87,2585.99
BosworthRue,2016-08-26,2016,2016-05-16,Yuba,53.3,83.9,Verona235,51,89.5,54.83479977,91.49359665,Heading,Heading,Heading,Heading,Heading,Notplanted,18.6,18.6,20.25,20.25,23.16,23.16,2490.7,2486.7,2284.76,2276.91,2625.03,2609.15
BosworthRue,2016-08-27,2016,2016-05-16,Yuba,54.7,82.5,Verona235,51.9,89.1,54.99680004,87.86299973,Heading,Heading,Heading,Heading,Heading,Notplanted,18.6,18.6,20.5,20.5,21.43,21.43,2509.3,2505.3,2305.26,2297.41,2646.46,2630.58
BosworthRue,2016-08-28,2016,2016-05-16,Yuba,54,88.3,Verona235,51.4,87.2,56.64199924,86.84599876,Heading,Heading,Heading,Heading,Heading,Notplanted,21.15,21.15,19.3,19.3,21.74,21.74,2530.45,2526.45,2324.56,2316.71,2668.2,2652.32
BosworthRue,2016-08-29,2016,2016-05-16,Yuba,53.3,84.2,Verona235,51.4,91.7,55.19660015,90.38480148,Heading,Heading,Heading,Heading,Heading,Notplanted,18.75,18.75,21.55,21.55,22.79,22.79,2549.2,2545.2,2346.11,2338.26,2690.99,2675.11
BosworthRue,2016-08-30,2016,2016-05-16,Yuba,54.6,88.5,Verona235,55.3,92.6,56.67619934,89.04740143,Heading,Heading,Heading,Heading,Heading,Notplanted,21.55,21.55,23.95,23.95,22.86,22.86,2570.75,2566.75,2370.06,2362.21,2713.85,2697.97
BosworthRue,2016-08-31,2016,2016-05-16,Yuba,56.6,85.8,Verona235,58,93.9,58.27100048,91.88959885,Heading,Heading,Heading,Heading,Heading,Notplanted,21.2,21.2,25.95,25.95,25.08,25.08,2591.95,2587.95,2396.01,2388.16,2738.93,2723.05
BosworthRue,2016-09-01,2016,2016-05-16,Yuba,53.8,84.3,Verona235,56,90.3,59.92700062,90.42260132,Heading,Heading,Heading,Heading,Heading,Notplanted,19.05,19.05,23.15,23.15,25.17,25.17,2611,2607,2419.16,2411.31,2764.1,2748.22
BosworthRue,2016-09-02,2016,2016-05-16,Yuba,53.4,87.4,Verona235,50.9,90.5,56.73559933,87.28700027,Heading,Heading,Heading,Heading,Heading,Notplanted,20.4,20.4,20.7,20.7,22.01,22.01,2631.4,2627.4,2439.86,2432.01,2786.11,2770.23
BosworthRue,2016-09-03,2016,2016-05-16,Yuba,54.6,80.9,Verona235,54.5,86.9,56.2567997,89.7385994,Heading,Heading,Heading,Heading,Heading,Notplanted,17.75,17.75,20.7,20.7,23,23,2649.15,2645.15,2460.56,2452.71,2809.11,2793.23
BosworthRue,2016-09-04,2016,2016-05-16,Yuba,53.4,79.1,Verona235,52.1,81.1,57.59240074,84.90739937,Heading,Heading,Heading,Heading,Heading,Notplanted,16.25,16.25,16.6,16.6,21.25,21.25,2665.4,2661.4,2477.16,2469.31,2830.36,2814.48
BosworthRue,2016-09-05,2016,2016-05-16,Yuba,50.9,84.4,Verona235,47.6,90.2,54.26059933,79.70719948,Heading,Heading,Heading,Heading,Heading,Notplanted,17.65,17.65,18.97,19.14,16.98,16.98,2683.05,2679.05,2496.13,2488.45,2847.34,2831.46
BosworthRue,2016-09-06,2016,2016-05-16,Yuba,49.4,87.7,Verona235,57.1,94.6,53.74399986,88.25899849,Heading,Heading,Heading,Heading,Heading,Notplanted,18.55,18.58,25.85,25.85,21,21,2701.6,2697.63,2521.98,2514.3,2868.34,2852.46
BosworthRue,2016-09-07,2016,2016-05-16,Yuba,51,90.3,Verona235,62.2,95.8,54.83839951,91.02380066,Heading,Heading,Heading,Heading,Heading,Notplanted,20.65,20.65,28.99,28.95,22.93,22.93,2722.25,2718.28,2550.97,2543.25,2891.27,2875.39
BosworthRue,2016-09-08,2016,2016-05-16,Yuba,55.1,91.9,Verona235,59.7,94.4,57.27199993,95.05219879,Heading,Heading,Heading,Heading,Heading,Notplanted,23.5,23.5,27.05,27.05,26.16,26.16,2745.75,2741.78,2578.02,2570.3,2917.43,2901.55
BosworthRue,2016-09-09,2016,2016-05-16,Yuba,53.7,89.5,Verona235,52.5,94.9,60.35719948,92.90299835,Heading,Heading,Heading,Heading,Heading,Notplanted,21.6,21.6,23.7,23.7,26.63,26.63,2767.35,2763.38,2601.72,2594,2944.06,2928.18
BosworthRue,2016-09-10,2016,2016-05-16,Yuba,55.6,90.2,Verona235,53.5,90.4,57.42859974,92.18300247,Heading,Heading,Heading,Heading,Heading,Notplanted,22.9,22.9,21.95,21.95,24.81,24.81,2790.25,2786.28,2623.67,2615.95,2968.87,2952.99
BosworthRue,2016-09-11,2016,2016-05-16,Yuba,53.3,80.5,Verona235,53.5,80,59.1817997,92.28019714,Heading,Heading,Heading,Heading,Heading,Notplanted,16.9,16.9,16.75,16.75,25.73,25.73,2807.15,2803.18,2640.42,2632.7,2994.6,2978.72
BosworthRue,2016-09-12,2016,2016-05-16,Yuba,52.8,75.1,Verona235,50.2,81,55.33159981,83.87420044,Heading,Heading,Heading,Heading,Heading,Notplanted,13.95,13.95,15.6,15.6,19.6,19.6,2821.1,2817.13,2656.02,2648.3,3014.2,2998.32
BosworthRue,2016-09-13,2016,2016-05-16,Yuba,52.5,72.7,Verona235,47.2,77.4,52.8475996,77.18720016,Heading,Heading,Heading,Heading,Heading,Notplanted,12.6,12.6,12.43,12.67,15.02,15.02,2833.7,2829.73,2668.45,2660.97,3029.22,3013.34
BosworthRue,2016-09-14,2016,2016-05-16,Yuba,47.4,80.7,Verona235,48.4,84.6,53.50459919,75.02179832,Heading,Heading,Heading,Heading,Heading,Notplanted,14.15,14.36,16.54,16.64,14.26,14.26,2847.85,2844.09,2684.99,2677.61,3043.48,3027.6
BosworthRue,2016-09-15,2016,2016-05-16,Yuba,46.4,84.7,Verona235,45.4,87,50.50580025,81.09679832,Heading,Heading,Heading,Heading,Heading,Notplanted,15.72,16.02,16.45,16.86,15.8,15.8,2863.57,2860.11,2701.44,2694.47,3059.28,3043.4
BosworthRue,2016-09-16,2016,2016-05-16,Yuba,50,90.7,Verona235,47.6,93.5,51.82879963,85.53740005,Heading,Heading,Heading,Heading,Heading,Notplanted,20.35,20.35,20.61,20.78,18.68,18.68,2883.92,2880.46,2722.05,2715.25,3077.96,3062.08
BosworthRue,2016-09-17,2016,2016-05-16,Yuba,50.6,92.9,Verona235,48.1,92.7,53.89699993,90.65840225,Heading,Heading,Heading,Heading,Heading,Notplanted,21.75,21.75,20.44,20.57,22.28,22.28,2905.67,2902.21,2742.49,2735.82,3100.24,3084.36
BosworthRue,2016-09-18,2016,2016-05-16,Yuba,52,96.5,Verona235,51.4,95.2,56.13980045,93.20900192,Heading,Heading,Heading,Heading,Heading,Notplanted,24.22,24.13,23.3,23.29,24.67,24.67,2929.89,2926.34,2765.79,2759.11,3124.91,3109.03
BosworthRue,2016-09-19,2016,2016-05-16,Yuba,56.6,92.4,Verona235,53.5,98.2,58.27460022,96.62180176,Heading,Heading,Heading,Heading,Heading,Notplanted,24.5,24.5,25.74,25.48,27.41,27.31,2954.39,2950.84,2791.53,2784.59,3152.32,3136.34
BosworthRue,2016-09-20,2016,2016-05-16,Yuba,64,86.9,Verona235,57.8,89.2,62.22920113,98.35339813,Heading,Heading,Heading,Heading,Heading,Notplanted,25.45,25.45,23.5,23.5,30.14,29.85,2979.84,2976.29,2815.03,2808.09,3182.46,3166.19
BosworthRue,2016-09-21,2016,2016-05-16,Yuba,59.1,78,Verona235,50.9,83.2,65.15600014,91.77979736,Heading,Heading,Heading,Heading,Heading,Notplanted,18.55,18.55,17.05,17.05,28.47,28.47,2998.39,2994.84,2832.08,2825.14,3210.93,3194.66
BosworthRue,2016-09-22,2016,2016-05-16,Yuba,51.1,74.9,Verona235,45.8,75.9,53.49199924,80.86999931,Heading,Heading,Heading,Heading,Heading,Notplanted,13,13,11.14,11.53,17.18,17.18,3011.39,3007.84,2843.22,2836.67,3228.11,3211.84
BosworthRue,2016-09-23,2016,2016-05-16,Yuba,43.3,79.1,Verona235,42.7,81.7,49.71200027,75.32240143,Heading,Heading,Heading,Heading,Heading,Notplanted,11.83,12.45,12.88,13.57,12.52,12.53,3023.22,3020.29,2856.1,2850.24,3240.63,3224.37
BosworthRue,2016-09-24,2016,2016-05-16,Yuba,47.1,87.1,Verona235,47.2,90.1,48.83539944,81.91580162,Heading,Heading,Heading,Heading,Heading,Notplanted,17.21,17.43,18.74,18.96,15.4,15.47,3040.43,3037.72,2874.84,2869.2,3256.03,3239.84
BosworthRue,2016-09-25,2016,2016-05-16,Yuba,44.9,91.5,Verona235,46.2,94,53.375,91.05259857,Heading,Heading,Heading,Heading,Heading,Notplanted,18.48,18.92,20.25,20.56,22.21,22.21,3058.91,3056.64,2895.09,2889.76,3278.24,3262.05
BosworthRue,2016-09-26,2016,2016-05-16,Yuba,49.4,95.8,Verona235,53,99.7,54.72680073,95.34199753,Heading,Heading,Heading,Heading,Heading,Notplanted,22.6,22.58,26.11,25.71,25.03,25.02,3081.51,3079.22,2921.2,2915.47,3303.27,3287.07
BosworthRue,2016-09-27,2016,2016-05-16,Yuba,50.7,94.1,Verona235,53.3,94.9,57.7201992,96.03500137,Heading,Heading,Heading,Heading,Heading,Notplanted,22.4,22.4,24.1,24.1,26.86,26.81,3103.91,3101.62,2945.3,2939.57,3330.13,3313.88
BosworthRue,2016-09-28,2016,2016-05-16,Yuba,51.7,89.5,Verona235,51.9,95.9,59.61379929,95.34920044,Heading,Heading,Heading,Heading,Heading,Notplanted,20.6,20.6,23.89,23.85,27.48,27.47,3124.51,3122.22,2969.19,2963.42,3357.61,3341.35
BosworthRue,2016-09-29,2016,2016-05-16,Yuba,52.9,84.8,Verona235,52.5,84.1,59.61740074,92.17579956,Heading,Heading,Heading,Heading,Heading,Notplanted,18.85,18.85,18.3,18.3,25.9,25.9,3143.36,3141.07,2987.49,2981.72,3383.51,3367.25
BosworthRue,2016-09-30,2016,2016-05-16,Yuba,53.1,79.4,Verona235,49.8,76.6,55.81039944,87.1951992,Heading,Heading,Heading,Heading,Heading,Notplanted,16.25,16.25,13.2,13.21,21.5,21.5,3159.61,3157.32,3000.69,2994.93,3405.01,3388.75
BosworthRue,2016-10-01,2016,2016-05-16,Yuba,42.1,75.8,Verona235,39.1,77.4,49.04960022,79.73239937,Heading,Heading,Heading,Heading,Heading,Notplanted,9.88,10.61,9.8,10.8,14.41,14.46,3169.49,3167.93,3010.49,3005.73,3419.42,3403.21
BosworthRue,2016-10-02,2016,2016-05-16,Yuba,41.9,69.3,Verona235,42.5,71.3,45.43700027,76.36640129,Heading,Heading,Heading,Heading,Heading,Notplanted,6.8,7.53,7.88,8.57,11.24,11.66,3176.29,3175.46,3018.37,3014.3,3430.66,3414.87
BosworthRue,2016-10-03,2016,2016-05-16,Yuba,38.5,63.3,Verona235,39.1,63.1,46.63219948,69.32659912,Heading,Heading,Heading,Heading,Heading,Notplanted,3.57,4.41,3.58,4.39,8.23,8.54,3179.86,3179.87,3021.95,3018.69,3438.89,3423.41
BosworthRue,2016-10-04,2016,2016-05-16,Yuba,39.8,73,Verona235,42.6,74.4,46.30999966,62.94559898,Heading,Heading,Heading,Heading,Heading,Notplanted,7.97,8.88,9.36,10.05,5.04,5.38,3187.83,3188.75,3031.31,3028.74,3443.93,3428.79
BosworthRue,2016-10-05,2016,2016-05-16,Yuba,37.8,75.4,Verona235,39.2,76.3,44.37320013,72.93740005,Heading,Heading,Heading,Heading,Heading,Notplanted,8.58,9.66,9.32,10.3,9.21,9.74,3196.41,3198.41,3040.63,3039.04,3453.14,3438.53
BosworthRue,2016-10-06,2016,2016-05-16,Yuba,37.6,79.8,Verona235,42.2,80.4,44.90420027,75.6067997,Heading,Heading,Heading,Heading,Heading,Notplanted,10.52,11.65,12.1,12.83,10.68,11.15,3206.93,3210.06,3052.73,3051.87,3463.82,3449.68
BosworthRue,2016-10-07,2016,2016-05-16,Yuba,40.3,82.6,Verona235,38.8,84.7,46.34960022,79.63339882,Heading,Heading,Heading,Heading,Heading,Notplanted,12.56,13.47,13.12,14.16,13.19,13.51,3219.49,3223.53,3065.85,3066.03,3477.01,3463.19
BosworthRue,2016-10-08,2016,2016-05-16,Yuba,45.8,87,Verona235,0,0,46.77800007,83.89760132,Heading,Heading,Heading,Heading,Heading,Notplanted,16.61,16.98,0,0,15.48,15.74,3236.1,3240.51,3065.85,3066.03,3492.49,3478.93
BosworthRue,2016-10-09,2016,2016-05-16,Yuba,42.4,87.8,Verona235,0,0,51.17720051,87.50839882,Heading,Heading,Heading,Heading,Heading,Notplanted,15.74,16.44,0,0,19.34,19.34,3251.84,3256.95,3065.85,3066.03,3511.83,3498.27
BosworthRue,2016-10-10,2016,2016-05-16,Yuba,44.6,84.5,Verona235,0,0,50.22319927,88.58480148,Heading,Heading,Heading,Heading,Heading,Notplanted,14.92,15.41,0,0,19.4,19.4,3266.76,3272.36,3065.85,3066.03,3531.23,3517.67
BosworthRue,2016-10-11,2016,2016-05-16,Yuba,49.1,78.1,Verona235,51.6,83.3,51.58759995,84.16040115,Heading,Heading,Heading,Heading,Heading,Notplanted,13.61,13.67,17.45,17.45,17.87,17.87,3280.37,3286.03,3083.3,3083.48,3549.1,3535.54
BosworthRue,2016-10-12,2016,2016-05-16,Yuba,44.7,78.1,Verona235,41.4,77.6,50.30600014,78.24200096,Heading,Heading,Heading,Heading,Heading,Notplanted,11.82,12.31,10.52,11.32,14.27,14.27,3292.19,3298.34,3093.82,3094.8,3563.37,3549.81
BosworthRue,2016-10-13,2016,2016-05-16,Yuba,55.9,72.4,Verona235,51.9,74.1,47.20459919,77.07200165,Heading,Heading,Heading,Heading,Heading,Notplanted,14.15,14.15,13,13,12.27,12.5,3306.34,3312.49,3106.82,3107.8,3575.64,3562.31
BosworthRue,2017-05-23,2017,2017-05-23,Yuba,77.815,95.711,Verona235,58.2,98.2,60.95659981,96.50479736,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,36.75,36.7,28.07,27.81,28.7,28.6,36.75,36.7,28.07,27.81,28.7,28.6
BosworthRue,2017-05-24,2017,2017-05-23,Yuba,64.161,85.352,Verona235,54.5,83.1,63.61339951,98.12120209,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.76,24.76,18.8,18.8,30.73,30.47,61.51,61.46,46.87,46.61,59.43,59.07
BosworthRue,2017-05-25,2017,2017-05-23,Yuba,56.035,72.093,Verona235,51.3,72.7,54.25520058,87.49220085,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,14.06,14.06,12,12,20.87,20.87,75.57,75.52,58.87,58.61,80.3,79.94
BosworthRue,2017-05-26,2017,2017-05-23,Yuba,55.299,72.178,Verona235,50.2,71.9,53.36420078,74.71220016,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.74,13.74,11.05,11.05,14.04,14.04,89.31,89.26,69.92,69.66,94.34,93.98
BosworthRue,2017-05-27,2017,2017-05-23,Yuba,56.728,79.347,Verona235,52.1,79.3,53.31560001,73.81939964,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.04,18.04,15.7,15.7,13.57,13.57,107.35,107.3,85.62,85.36,107.91,107.55
BosworthRue,2017-05-28,2017,2017-05-23,Yuba,59.358,86.981,Verona235,52.3,86.2,54.98960056,80.92039909,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.17,23.17,19.25,19.25,17.95,17.95,130.52,130.47,104.87,104.61,125.86,125.5
BosworthRue,2017-05-29,2017,2017-05-23,Yuba,61.633,86.709,Verona235,54,85.6,54.61879997,87.91879997,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.17,24.17,19.8,19.8,21.27,21.27,154.69,154.64,124.67,124.41,147.13,146.77
BosworthRue,2017-05-30,2017,2017-05-23,Yuba,58.626,80.449,Verona235,53,78.4,57.38899918,88.36700096,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19.54,19.54,15.7,15.7,22.88,22.88,174.23,174.18,140.37,140.11,170.01,169.65
BosworthRue,2017-05-31,2017,2017-05-23,Yuba,57.29,79.567,Verona235,55.5,81.4,56.13799973,82.54399986,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.43,18.43,18.45,18.45,19.34,19.34,192.66,192.61,158.82,158.56,189.35,188.99
BosworthRue,2017-06-01,2017,2017-05-23,Yuba,61.462,84.362,Verona235,57,86.5,56.23159981,80.03120003,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.91,22.91,21.75,21.75,18.13,18.13,215.57,215.52,180.57,180.31,207.48,207.12
BosworthRue,2017-06-02,2017,2017-05-23,Yuba,62.962,89.177,Verona235,53.5,91,58.45639992,85.77860146,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.07,26.07,22.25,22.25,22.12,22.12,241.64,241.59,202.82,202.56,229.6,229.24
BosworthRue,2017-06-03,2017,2017-05-23,Yuba,66,87.847,Verona235,58.8,88.8,58.76059933,91.33340225,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.92,26.92,23.8,23.8,25.05,25.05,268.56,268.51,226.62,226.36,254.65,254.29
BosworthRue,2017-06-04,2017,2017-05-23,Yuba,61.804,87.21,Verona235,56,85.9,59.70739937,90.14900055,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.51,24.51,20.95,20.95,24.93,24.93,293.07,293.02,247.57,247.31,279.58,279.22
BosworthRue,2017-06-05,2017,2017-05-23,Yuba,61.977,90.194,Verona235,48.7,95.9,55.29199924,90.08779984,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.09,26.09,22.31,22.34,22.69,22.69,319.16,319.11,269.88,269.65,302.27,301.91
BosworthRue,2017-06-06,2017,2017-05-23,Yuba,63.648,89.823,Verona235,51.4,89.6,54.76279984,92.06419907,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.74,26.74,20.5,20.5,23.41,23.41,345.9,345.85,290.38,290.15,325.68,325.32
BosworthRue,2017-06-07,2017,2017-05-23,Yuba,61.977,80.537,Verona235,55.7,81.4,59.07199993,92.65099945,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.26,21.26,18.55,18.55,25.86,25.86,367.16,367.11,308.93,308.7,351.54,351.18
BosworthRue,2017-06-08,2017,2017-05-23,Yuba,51.282,68.227,Verona235,49.4,72.2,58.64540081,84.07039909,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,9.75,9.75,10.81,10.84,21.36,21.36,376.91,376.86,319.74,319.54,372.9,372.54
BosworthRue,2017-06-09,2017,2017-05-23,Yuba,60.132,75.333,Verona235,53.5,76.7,50.69839916,69.08000069,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.73,17.73,15.1,15.1,9.89,9.89,394.64,394.59,334.84,334.64,382.79,382.43
BosworthRue,2017-06-10,2017,2017-05-23,Yuba,53.121,74.12,Verona235,48.9,76.9,52.24280052,78.46160049,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.62,13.62,12.92,12.99,15.35,15.35,408.26,408.21,347.76,347.63,398.14,397.78
BosworthRue,2017-06-11,2017,2017-05-23,Yuba,54.561,67.114,Verona235,50.3,68.2,50.82619934,75.0614006,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,10.84,10.84,9.25,9.25,12.94,12.94,419.1,419.05,357.01,356.88,411.08,410.72
BosworthRue,2017-06-12,2017,2017-05-23,Yuba,54.561,71.964,Verona235,49.9,73,51.49580059,68.69659843,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.26,13.26,11.45,11.45,10.1,10.1,432.36,432.31,368.46,368.33,421.18,420.82
BosworthRue,2017-06-13,2017,2017-05-23,Yuba,57.247,82.042,Verona235,48.5,85.7,52.28060036,73.4864006,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19.64,19.64,17.13,17.23,12.88,12.88,452,451.95,385.59,385.56,434.06,433.7
BosworthRue,2017-06-14,2017,2017-05-23,Yuba,60.003,88.947,Verona235,51.2,92.1,52.23920078,84.27739868,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.47,24.47,21.65,21.65,18.26,18.26,476.47,476.42,407.24,407.21,452.32,451.96
BosworthRue,2017-06-15,2017,2017-05-23,Yuba,63.689,90.286,Verona235,53.6,94.3,56.35759926,90.79520264,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.99,26.99,23.95,23.95,23.58,23.58,503.46,503.41,431.19,431.16,475.9,475.54
BosworthRue,2017-06-16,2017,2017-05-23,Yuba,68.142,94.609,Verona235,64.5,97.1,59.8135994,94.05499725,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.38,31.38,30.73,30.57,26.93,26.93,534.84,534.79,461.92,461.73,502.83,502.47
BosworthRue,2017-06-17,2017,2017-05-23,Yuba,71.791,94.23,Verona235,65.2,95.5,66.21080093,98.95279846,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,33.01,33.01,30.35,30.32,32.34,31.99,567.85,567.8,492.27,492.05,535.17,534.46
BosworthRue,2017-06-18,2017,2017-05-23,Yuba,73.342,101.408,Verona235,71.4,106.6,73.25779915,99.67639923,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,36.64,36.04,37.09,36.07,36.05,35.62,604.49,603.84,529.36,528.12,571.22,570.08
BosworthRue,2017-06-19,2017,2017-05-23,Yuba,76.725,101.912,Verona235,70,103.4,76.6094017,106.3669975,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,38.37,37.74,35.64,34.86,39.32,38.38,642.86,641.58,565,562.98,610.54,608.46
BosworthRue,2017-06-20,2017,2017-05-23,Yuba,76.55,102.114,Verona235,64.1,105.3,75.19280052,106.5992004,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,38.34,37.69,33.41,32.45,38.75,37.78,681.2,679.27,598.41,595.43,649.29,646.24
BosworthRue,2017-06-21,2017,2017-05-23,Yuba,75.594,102.722,Verona235,63.3,107,73.54220085,105.0854012,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,38.06,37.35,33.5,32.4,37.7,36.81,719.26,716.62,631.91,627.83,686.99,683.05
BosworthRue,2017-06-22,2017,2017-05-23,Yuba,74.943,99.464,Verona235,67.8,102.7,73.81220016,106.1797974,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,36.8,36.38,34.4,33.68,38.07,37.1,756.06,753,666.31,661.51,725.06,720.15
BosworthRue,2017-06-23,2017,2017-05-23,Yuba,71.577,97.696,Verona235,64.8,100.9,71.90420113,107.1283981,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,34.5,34.26,32.37,31.82,37.43,36.38,790.56,787.26,698.68,693.33,762.49,756.53
BosworthRue,2017-06-24,2017,2017-05-23,Yuba,68.871,94.134,Verona235,58.1,97,68.07380066,103.0334023,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.5,31.5,27.5,27.36,34.63,33.88,822.06,818.76,726.18,720.69,797.12,790.41
BosworthRue,2017-06-25,2017,2017-05-23,Yuba,66.087,89.962,Verona235,59.1,90.2,66.71840019,99.78620071,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.02,28.02,24.65,24.65,32.91,32.47,850.08,846.78,750.83,745.34,830.03,822.88
BosworthRue,2017-06-26,2017,2017-05-23,Yuba,59.873,83.332,Verona235,56,87.1,60.36619968,94.93700027,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.6,21.6,21.55,21.55,27.65,27.65,871.68,868.38,772.38,766.89,857.68,850.53
BosworthRue,2017-06-27,2017,2017-05-23,Yuba,58.498,85.802,Verona235,56,90.4,58.77140026,88.62079887,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.15,22.15,23.2,23.2,23.7,23.7,893.83,890.53,795.58,790.09,881.38,874.23
BosworthRue,2017-06-28,2017,2017-05-23,Yuba,58.455,88.626,Verona235,55.8,93.3,57.56540012,90.4730011,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.54,23.54,24.55,24.55,24.02,24.02,917.37,914.07,820.13,814.64,905.4,898.25
